No,Keywords,Volume,Position,Est. Visits,Seo Difficulty,Ranking Url
417,contraste,2900,3,41,44,http://platzi.com/clases/1228-fundamentos-diseno/10123-que-es-el-contraste/
418,trafficker digital,1600,3,40,18,http://platzi.com/clases/2314-terminos-marketing-digital/39987-que-es-trafficker-digital-y-cuales-son-sus-funcion/
419,copywriting,3600,3,40,39,http://platzi.com/clases/2314-terminos-marketing-digital/37571-que-es-copywriting/
420,ejemplos bases de datos,1900,3,39,32,http://platzi.com/blog/bases-de-datos-que-son-que-tipos-existen/
421,base de datos ejemplos,1900,3,39,5,http://platzi.com/blog/bases-de-datos-que-son-que-tipos-existen/
422,growth hacking,590,3,39,31,http://platzi.com/blog/que-es-growth-hacking/
423,unit test,390,3,38,34,http://platzi.com/blog/que-es-unit-testing/
424,propiedad de raices,1900,3,38,16,http://platzi.com/clases/1393-fundamentos-matematicas/14411-radicacion-y-sus-propiedades/
425,props,1900,3,38,31,http://platzi.com/discusiones/1716-produccion-audiovisual-cinematografica/101294-que-son-props/
426,habilidades digitales,480,3,37,55,http://platzi.com/blog/emp-habilidades-digitales/
427,ángulo nadir,720,3,36,21,http://platzi.com/blog/angulos-camara-cine-fotografia/
428,signo símbolo,720,3,36,19,http://platzi.com/tutoriales/1668-marca-visual/9358-diferencia-entre-signo-y-simbolo/
429,que es contraste,1600,3,35,3,http://platzi.com/clases/1228-fundamentos-diseno/10123-que-es-el-contraste/
430,propiedad de las raices,1900,3,35,8,http://platzi.com/clases/1393-fundamentos-matematicas/14411-radicacion-y-sus-propiedades/
431,ejemplos de signos de puntuación,1900,3,34,26,http://platzi.com/tutoriales/1396-ortografia-basica/7611-14-ejemplos-sencillos-del-uso-de-los-signos-de-puntuacion/
432,locucion,1300,3,34,32,http://platzi.com/blog/que-es-locucion/
433,hoisting,480,3,34,32,http://platzi.com/clases/3213-javascript-closures-scope/50368-que-es-el-hoisting/
434,ángulo contrapicado,720,3,34,18,http://platzi.com/blog/angulos-camara-cine-fotografia/
435,ángulo picado,880,3,33,23,http://platzi.com/blog/angulos-camara-cine-fotografia/
436,camelcase,1300,3,33,21,http://platzi.com/clases/2218-pensamiento-logico-2020/35651-nomenclaturas-de-programacion-camelcase-pascalcase/
437,cubo como armar,1900,3,33,42,http://platzi.com/blog/7-pasos-para-resolver-y-memorizar-el-algoritmo-del-cubo-de-rubbik/
438,propiedades de raíces,1900,3,33,5,http://platzi.com/clases/1393-fundamentos-matematicas/14411-radicacion-y-sus-propiedades/
439,autodidacto significado,590,3,33,3,http://platzi.com/blog/que-es-ser-autodidacta-y-como-lograrlo/
440,propiedades de raices,1900,3,33,8,http://platzi.com/clases/1393-fundamentos-matematicas/14411-radicacion-y-sus-propiedades/
441,comandos,5400,3,33,48,http://platzi.com/clases/2292-terminal/37343-que-es-un-comando/
442,ángulo cenital,880,3,30,13,http://platzi.com/blog/angulos-camara-cine-fotografia/
443,leyes de los exponentes,1900,3,30,24,http://platzi.com/clases/1449-algebra/16203-leyes-de-los-exponentes-multiplicacion-y-division/
444,que es la puntualidad,1600,3,30,17,http://platzi.com/blog/puntualidad/
445,propiedades de las raices,1900,3,30,5,http://platzi.com/clases/1393-fundamentos-matematicas/14411-radicacion-y-sus-propiedades/
446,ejemplos de signos de puntuacion,1900,3,30,25,http://platzi.com/tutoriales/1396-ortografia-basica/7611-14-ejemplos-sencillos-del-uso-de-los-signos-de-puntuacion/
447,base de datos y tipos,1600,3,29,44,http://platzi.com/blog/bases-de-datos-que-son-que-tipos-existen/
448,tipos de una base de datos,1600,3,29,35,http://platzi.com/blog/bases-de-datos-que-son-que-tipos-existen/
449,base de datos tipos,1600,3,29,38,http://platzi.com/blog/bases-de-datos-que-son-que-tipos-existen/
450,bases de datos tipos,1600,3,29,35,http://platzi.com/blog/bases-de-datos-que-son-que-tipos-existen/
451,objetivo de capacitacion,320,3,28,14,http://platzi.com/blog/emp-beneficios-capacitacion-laboral/
452,qué es operaciones,480,3,28,39,http://platzi.com/clases/3221-pensamiento-logico/50669-que-es-una-operacion-matematica/
453,propiedades potencia,590,3,27,41,http://platzi.com/clases/1393-fundamentos-matematicas/14410-potenciacion-y-sus-propiedades/
454,potencia propiedades,590,3,27,41,http://platzi.com/clases/1393-fundamentos-matematicas/14410-potenciacion-y-sus-propiedades/
455,resolver cubo rubik,1600,3,27,37,http://platzi.com/blog/7-pasos-para-resolver-y-memorizar-el-algoritmo-del-cubo-de-rubbik/
456,significado de has,590,3,27,13,http://platzi.com/blog/ea-verbos-en-ingles-have-y-has-cuando-se-utilizan/
457,wsl2,320,3,27,12,http://platzi.com/tutoriales/1650-prework-2019/5895-aprende-a-instalar-wsl-2-de-la-manera-sencilla/
458,que es locucion,320,3,27,13,http://platzi.com/blog/que-es-locucion/
459,comillas invertidas,590,3,27,20,http://platzi.com/discusiones/1339-fundamentos-javascript/49292-alguien-podria-decirme-como-hace-la-comilla-invertida/
460,rebase,320,3,27,18,http://platzi.com/clases/1557-git-github/19975-git-rebase-reorganizando-el-trabajo-realizado/
461,angulos fotograficos,720,3,26,18,http://platzi.com/blog/angulos-camara-cine-fotografia/
462,como programar,720,3,26,43,http://platzi.com/blog/como-aprender-a-programar/
463,que es infografía ejemplos,1300,3,26,37,http://platzi.com/blog/que-es-infografia-como-hacer/
464,fundadores de google,320,3,26,23,http://platzi.com/blog/historia-de-google/
465,fundador de google,320,3,26,29,http://platzi.com/blog/historia-de-google/
466,ley de potencia,720,3,25,5,http://platzi.com/clases/1449-algebra/16203-leyes-de-los-exponentes-multiplicacion-y-division/
467,tabla de verdad logica,1000,3,24,22,http://platzi.com/clases/3221-pensamiento-logico/50676-que-son-las-tablas-de-verdad/
468,programación carrera,390,3,24,36,http://platzi.com/tutoriales/3208-programacion-basica/24458-donde-estudiar-programacion-en-colombia/
469,tablas de verdad logica,1000,3,24,22,http://platzi.com/clases/3221-pensamiento-logico/50676-que-son-las-tablas-de-verdad/
470,growth marketing,1000,3,24,12,http://platzi.com/clases/2314-terminos-marketing-digital/37554-que-es-growth-marketing/
471,capacitaciones laborales,390,3,24,21,http://platzi.com/blog/emp-capacitaciones-para-trabajadores-cual-elegir/
472,tablas de verdad lógica,1000,3,24,5,http://platzi.com/clases/3221-pensamiento-logico/50676-que-son-las-tablas-de-verdad/
473,angulo normal,390,3,24,18,http://platzi.com/blog/angulos-camara-cine-fotografia/
474,autho,390,3,23,26,http://platzi.com/clases/1439-autenticacion-oauth/15832-que-es-auth0/
475,productos digitales,480,3,23,31,http://platzi.com/blog/amb-que-son-los-productos-digitales/
476,icomoon,390,3,23,38,http://platzi.com/clases/1010-html-css3-2015/1030-icomoon-usar-iconos-como-fuentes/
477,backend,2400,3,23,48,http://platzi.com/blog/que-es-frontend-y-backend/
478,leyes de la potencia,1000,3,22,23,http://platzi.com/clases/1449-algebra/16203-leyes-de-los-exponentes-multiplicacion-y-division/
479,leyes de potencia,720,3,22,23,http://platzi.com/clases/1449-algebra/16203-leyes-de-los-exponentes-multiplicacion-y-division/
480,operadores aritmeticos,480,3,22,18,http://platzi.com/clases/3221-pensamiento-logico/50678-operadores-aritmeticos/
481,operadores aritméticos,480,3,22,18,http://platzi.com/clases/3221-pensamiento-logico/50678-operadores-aritmeticos/
482,cubo 3x3,480,3,21,6,http://platzi.com/blog/7-pasos-para-resolver-y-memorizar-el-algoritmo-del-cubo-de-rubbik/
483,signos o simbolos,590,3,21,25,http://platzi.com/tutoriales/1668-marca-visual/9358-diferencia-entre-signo-y-simbolo/
484,google fundadores,320,3,21,14,http://platzi.com/blog/historia-de-google/
485,cursos de diseño grafico,1300,3,21,13,http://platzi.com/ruta/gd/
486,wsl windows,260,3,20,28,http://platzi.com/tutoriales/2042-prework-windows/7874-guia-de-instalacion-de-wsl-v2-y-windows-terminal/
487,signo y simbolo,720,3,20,14,http://platzi.com/tutoriales/1668-marca-visual/9358-diferencia-entre-signo-y-simbolo/
488,cuál es el objeto,880,3,20,5,http://platzi.com/clases/1629-java-oop/21577-que-es-un-objeto/
489,cuadrado de binomio,1000,3,19,26,http://platzi.com/clases/1449-algebra/16056-binomio-al-cuadrado/
490,colores cubo rubik,590,3,19,14,http://platzi.com/blog/7-pasos-para-resolver-y-memorizar-el-algoritmo-del-cubo-de-rubbik/
491,ejemplos de entrevistas,1000,3,19,28,http://platzi.com/blog/ejemplos-entrevistas-periodisticas/
492,multiplicar binarios,210,3,18,4,http://platzi.com/clases/3221-pensamiento-logico/50674-multiplicacion-y-division-de-binarios/
493,developer web,260,3,18,59,http://platzi.com/blog/que-hace-desarrollador-web/
494,objetivo marketing,210,3,18,24,http://platzi.com/blog/objetivos-marketing-guia-completa/
495,ciclos while,320,3,17,18,http://platzi.com/clases/2218-pensamiento-logico-2020/35197-que-es-un-ciclo-while-for-y-do-while/
496,windows linux subsystem,210,3,17,62,http://platzi.com/tutoriales/1276-terminal-2018/2349-que-es-y-como-usar-windows-subsystem-for-linux/
497,p vs p,210,3,17,7,http://platzi.com/blog/p-vs-np-problema-dificil-viajes-tiempo/
498,que son componentes,210,3,17,11,http://platzi.com/clases/1420-sistemas-diseno/15012-que-es-un-componente/
499,cursos aws,320,3,17,7,http://platzi.com/ruta/aws/
500,cómo armar un cubo de rubik,590,3,17,9,http://platzi.com/blog/7-pasos-para-resolver-y-memorizar-el-algoritmo-del-cubo-de-rubbik/
501,locución que es,210,3,17,13,http://platzi.com/blog/que-es-locucion/
502,cursos digitales,210,3,16,47,http://platzi.com/
503,constantes matemáticas,210,3,16,1,http://platzi.com/clases/2884-notacion-matematica/47337-constantes-matematicas/
504,multiplicación binaria,210,3,16,18,http://platzi.com/clases/3221-pensamiento-logico/50674-multiplicacion-y-division-de-binarios/
505,arreglo programación,210,3,16,18,http://platzi.com/clases/3208-programacion-basica/51964-arrays-o-arreglos/
506,el documental,210,3,16,18,http://platzi.com/blog/que-es-un-documental-y-como-crear-uno/
507,arreglos programacion,210,3,16,18,http://platzi.com/clases/3208-programacion-basica/51964-arrays-o-arreglos/
508,creadores de google,210,3,16,25,http://platzi.com/blog/historia-de-google/
509,constantes matematicas,210,3,16,18,http://platzi.com/clases/2884-notacion-matematica/47337-constantes-matematicas/
510,css frameworks,210,3,16,66,http://platzi.com/blog/los-5-mejores-frameworks-de-css-para-tus-proyectos/
511,primeros computadores,210,3,16,2,http://platzi.com/blog/como-funcionaban-computadoras/
512,objetivos marketing,210,3,16,19,http://platzi.com/blog/objetivos-marketing-guia-completa/
513,arreglos programación,210,3,15,18,http://platzi.com/clases/3208-programacion-basica/51964-arrays-o-arreglos/
514,ángulo fotográfico,210,3,15,18,http://platzi.com/blog/angulos-camara-cine-fotografia/
515,multiplicaciones binarias,210,3,15,2,http://platzi.com/clases/3221-pensamiento-logico/50674-multiplicacion-y-division-de-binarios/
516,división binaria,210,3,15,6,http://platzi.com/clases/3221-pensamiento-logico/50674-multiplicacion-y-division-de-binarios/
517,tipos de hacking,260,3,14,13,http://platzi.com/clases/1583-ethical-hacking/19726-que-es-hacking-y-hacker-tipos-de-hacker/
518,introduce myself,390,3,14,18,http://platzi.com/clases/2393-presente-simple-vocabulario-comun/41125-introducing-myself/
519,ser puntual,320,3,14,18,http://platzi.com/blog/puntualidad/
520,paradigma de programación,320,3,13,7,http://platzi.com/blog/paradigmas-programacion/
521,cuales fueron las primeras computadoras,880,3,13,9,http://platzi.com/blog/como-funcionaban-computadoras/
522,binomio cuadrado ejemplos,320,3,13,6,http://platzi.com/clases/1449-algebra/16056-binomio-al-cuadrado/
523,thomas bayes,210,3,13,3,http://platzi.com/tutoriales/1835-programacion-estocastica/7690-quien-fue-thomas-bayes-por-que-es-tan-relevante-este-matematico-biografia-de-thomas-bayes/
524,simbolos de angulos,720,3,13,23,http://platzi.com/clases/2884-notacion-matematica/47330-simbolos-geometricos/
525,objetivos del marketing,210,3,13,14,http://platzi.com/blog/objetivos-marketing-guia-completa/
526,quien creo a google,1300,3,13,51,http://platzi.com/blog/historia-de-google/
527,símbolos de ángulos,720,3,13,13,http://platzi.com/clases/2884-notacion-matematica/47330-simbolos-geometricos/
528,dev frontend,260,3,13,7,http://platzi.com/blog/que-es-frontend-y-backend/
529,cuales son emociones positivas,210,3,13,5,http://platzi.com/clases/1614-inteligencia-emocional/20960-emociones-positivas-y-emociones-negativas-emocione/
530,dirección de arte,320,3,13,26,http://platzi.com/blog/director-de-arte/
531,cuales son las emociones positivas,210,3,12,5,http://platzi.com/clases/1614-inteligencia-emocional/20960-emociones-positivas-y-emociones-negativas-emocione/
532,curso de ecommerce,260,3,12,36,http://platzi.com/escuela/ecommerce/
533,qué es el lenguaje algebraico,320,3,12,5,http://platzi.com/clases/1449-algebra/15885-lenguaje-algebraico-y-expresiones-algebraicas/
534,curso de java,260,3,12,29,http://platzi.com/cursos/java/
535,binomio al cuadrado ejemplos,320,3,12,10,http://platzi.com/clases/1449-algebra/16056-binomio-al-cuadrado/
536,multiplicación de binarios,260,3,12,13,http://platzi.com/clases/3221-pensamiento-logico/50674-multiplicacion-y-division-de-binarios/
537,potencias de potencias ejemplos,880,3,12,34,http://platzi.com/clases/1449-algebra/16201-leyes-de-los-exponentes-potencia-de-una-potencia-y/
538,cubo rubik resolver,720,3,12,13,http://platzi.com/blog/7-pasos-para-resolver-y-memorizar-el-algoritmo-del-cubo-de-rubbik/
539,angulos fotografía,210,3,12,18,http://platzi.com/blog/angulos-camara-cine-fotografia/
540,objetivo de una capacitacion,320,3,12,6,http://platzi.com/blog/emp-beneficios-capacitacion-laboral/
541,como comentar en html,320,3,12,5,http://platzi.com/discusiones/1758-html-practico/129636-como-podemos-comentar-en-html/
542,pruebas de software tipos,320,3,12,5,http://platzi.com/blog/tipos-de-pruebas-de-software/
543,ángulos fotografía,210,3,12,18,http://platzi.com/blog/angulos-camara-cine-fotografia/
544,atributos de calidad del software,210,3,12,6,http://platzi.com/tutoriales/1248-pro-arquitectura/5498-atributos-de-calidad-de-un-producto-de-software/
545,binomios al cuadrado ejemplos,320,3,12,8,http://platzi.com/clases/1449-algebra/16056-binomio-al-cuadrado/
546,plataforma de aprendizaje,260,3,12,40,http://platzi.com/
547,atributos de calidad de software,210,3,12,6,http://platzi.com/tutoriales/1248-pro-arquitectura/5498-atributos-de-calidad-de-un-producto-de-software/
548,desarrollador full stack,1000,3,11,16,http://platzi.com/clases/2008-html-css/31091-que-es-fullstack/
549,como era la primera computadora,210,3,11,5,http://platzi.com/blog/como-funcionaban-computadoras/
550,signo en teclado,1000,3,11,26,http://platzi.com/tutoriales/2042-prework-windows/14645-y-donde-amp-estan-algunos-simbolos-en-mi-teclado/
551,passive voice in present perfect,260,3,11,22,http://platzi.com/clases/2505-palabras-interrogativas/42674-present-perfect-passive-yet-just-already/
552,como hacer un algoritmo,390,3,11,3,http://platzi.com/clases/2218-pensamiento-logico-2020/35186-metodologia-para-construir-un-algoritmo-requerimie/
553,passive voice present perfect,260,3,11,22,http://platzi.com/clases/2505-palabras-interrogativas/42674-present-perfect-passive-yet-just-already/
554,cursos inteligencia artificial,1000,3,11,37,http://platzi.com/cursos/introduccion-ai/
555,fórmula de binomio al cuadrado,210,3,11,8,http://platzi.com/clases/1449-algebra/16056-binomio-al-cuadrado/
556,oraciones con palabras esdrujulas,260,3,11,5,http://platzi.com/clases/1396-ortografia-basica/14460-palabras-esdrujulas/
557,utilidad operacional fórmula,210,3,11,13,http://platzi.com/clases/2359-business-intelligence/38722-income-statement-simplificado-utilidad-bruta-opera/
558,reglas de los exponentes,480,3,11,5,http://platzi.com/clases/1449-algebra/16203-leyes-de-los-exponentes-multiplicacion-y-division/
559,que significa k en numeros,210,3,11,5,http://platzi.com/discusiones/1888-facebook-ads/138103-que-significa-la-letra-k/
560,el 1 es primo,260,3,11,7,http://platzi.com/tutoriales/1393-fundamentos-matematicas/8061-por-que-1-no-es-un-numero-primo/
561,inteligencia artificial estudiar,210,3,10,39,http://platzi.com/tutoriales/6935-ia-data-ml/26517-donde-estudiar-inteligencia-artificial-en-colombia/
562,cursos python gratis,320,3,10,19,http://platzi.com/cursos/python/
563,cursos gratis python,320,3,10,9,http://platzi.com/cursos/python/
564,presente simple con el verbo to be,590,3,10,5,http://platzi.com/clases/2393-presente-simple-vocabulario-comun/41126-simple-present-verb-to-be/
565,facturas de contingencia,390,3,10,13,http://platzi.com/blog/como-expedir-factura-electronica-contingencia/
566,trabajar y estudiar,390,3,10,19,http://platzi.com/blog/10-consejos-para-trabajar-y-estudiar/
567,curso python gratis,320,3,10,31,http://platzi.com/cursos/python/
568,que significa setear,480,3,10,13,http://platzi.com/discusiones/1689-backend-js/119939-en-terminos-tecnicos-a-que-se-refiere-el-profe-al-decir-setear/
569,input en python,210,3,10,13,http://platzi.com/tutoriales/4227-python-fundamentos/36120-como-usar-input-en-python-al-estilo-de-el-senor-de-los-anillos/
570,estudiar inteligencia artificial,210,3,10,37,http://platzi.com/tutoriales/6935-ia-data-ml/26517-donde-estudiar-inteligencia-artificial-en-colombia/
571,facturación de contingencia,390,3,10,13,http://platzi.com/blog/como-expedir-factura-electronica-contingencia/
572,facturacion de contingencia,390,3,10,13,http://platzi.com/blog/como-expedir-factura-electronica-contingencia/
573,como se separan las sílabas,210,3,10,2,http://platzi.com/clases/1396-ortografia-basica/14455-reglas-de-division-de-las-silabas/
574,curso diseño grafico,480,3,10,13,http://platzi.com/ruta/gd/
575,cursos de ciberseguridad,480,3,10,37,http://platzi.com/escuela/ciberseguridad/
576,quién creó google,1000,3,9,51,http://platzi.com/blog/historia-de-google/
577,tipos de variables en programacion,320,3,9,5,http://platzi.com/clases/1814-basico-javascript/26293-variables/
578,quien creó google,1000,3,9,50,http://platzi.com/blog/historia-de-google/
579,present perfect passive,260,3,9,1,http://platzi.com/clases/2505-palabras-interrogativas/42674-present-perfect-passive-yet-just-already/
580,passive present perfect,260,3,9,1,http://platzi.com/clases/2505-palabras-interrogativas/42674-present-perfect-passive-yet-just-already/
581,diferencia entre usuario y cliente,320,3,9,5,http://platzi.com/discusiones/1966-taller-startups/187966-cual-es-la-diferencia-entre-clientes-y-usuarios/
582,quien creo google,1000,3,9,51,http://platzi.com/blog/historia-de-google/
583,cursos de inteligencia artificial,590,3,9,2,http://platzi.com/cursos/introduccion-ai/
584,partes externas de una computadora,480,3,9,5,http://platzi.com/clases/2793-computacion-basica/46749-que-es-el-hardware-externo-y-tipos-de-puertos/
585,el número 1 es primo,320,3,9,6,http://platzi.com/tutoriales/1393-fundamentos-matematicas/8061-por-que-1-no-es-un-numero-primo/
586,tipos de variables en programación,320,3,9,5,http://platzi.com/clases/1814-basico-javascript/26293-variables/
587,cursos de python gratis,390,3,9,31,http://platzi.com/cursos/python/
588,angulos de fotografia,480,3,9,13,http://platzi.com/blog/angulos-camara-cine-fotografia/
589,que es trackear,480,3,9,13,http://platzi.com/discusiones/1098-ingenieria/72309-que-es-trackear/
590,razonamiento deductivo ejemplo,260,3,9,13,http://platzi.com/tutoriales/1444-pensamiento-logico-2018/5055-pensamiento-deductivo-e-inductivo-20-ejemplos/
591,angulos en fotografia,260,3,9,13,http://platzi.com/blog/angulos-camara-cine-fotografia/
592,angulos de la fotografia,390,3,8,16,http://platzi.com/blog/angulos-camara-cine-fotografia/
593,número de radicación,210,3,8,13,http://platzi.com/clases/1393-fundamentos-matematicas/14411-radicacion-y-sus-propiedades/
594,community management cursos,210,3,8,36,http://platzi.com/cursos/communitymanager/
595,habitos saludables en ingles,590,3,8,15,http://platzi.com/blog/ea-vocabulario-salud-ingles/
596,20 preguntas en ingles,590,3,8,5,http://platzi.com/blog/ea-preguntas-respuestas-ingles/
597,patrones del cubo rubik 3x3,260,3,8,5,http://platzi.com/blog/7-pasos-para-resolver-y-memorizar-el-algoritmo-del-cubo-de-rubbik/
598,front end y back end,260,3,8,11,http://platzi.com/blog/que-es-frontend-y-backend/
599,github student developer pack,260,3,8,46,http://platzi.com/tutoriales/1557-git-github/5899-como-obtener-github-student-developer-pack/
600,computadora antigua y moderna,210,3,8,10,http://platzi.com/blog/como-funcionaban-computadoras/
601,quien invento google,260,3,8,27,http://platzi.com/blog/historia-de-google/
602,regla de exponentes,320,3,8,1,http://platzi.com/clases/1449-algebra/16203-leyes-de-los-exponentes-multiplicacion-y-division/
603,computador antiguo y moderno,210,3,8,10,http://platzi.com/blog/como-funcionaban-computadoras/
604,amistad y lealtad,210,3,8,13,http://platzi.com/blog/cual-es-el-significado-de-la-amistad/
605,raiz de un producto,720,3,8,30,http://platzi.com/clases/1393-fundamentos-matematicas/14411-radicacion-y-sus-propiedades/
606,reglas de exponentes,320,3,8,13,http://platzi.com/clases/1449-algebra/16203-leyes-de-los-exponentes-multiplicacion-y-division/
607,regla de los exponentes,480,3,8,5,http://platzi.com/clases/1449-algebra/16203-leyes-de-los-exponentes-multiplicacion-y-division/
608,20 preguntas en inglés,590,3,8,5,http://platzi.com/blog/ea-preguntas-respuestas-ingles/
609,paleta de colores complementarios,210,3,8,30,http://platzi.com/clases/1228-fundamentos-diseno/10147-paletas-de-color1263/
610,suma de un binomio,210,3,8,8,http://platzi.com/clases/1449-algebra/16056-binomio-al-cuadrado/
611,diseño grafico cursos,480,3,8,13,http://platzi.com/ruta/gd/
612,verb to be present simple,210,3,8,2,http://platzi.com/clases/2393-presente-simple-vocabulario-comun/41126-simple-present-verb-to-be/
613,ley de exponentes,880,3,7,1,http://platzi.com/clases/1449-algebra/16203-leyes-de-los-exponentes-multiplicacion-y-division/
614,partes de la potencia,1000,3,7,5,http://platzi.com/clases/1393-fundamentos-matematicas/14410-potenciacion-y-sus-propiedades/
615,ejemplos de una entrevista,1000,3,7,30,http://platzi.com/blog/ejemplos-entrevistas-periodisticas/
616,propiedades de los radicales,1000,3,7,21,http://platzi.com/clases/1393-fundamentos-matematicas/14411-radicacion-y-sus-propiedades/
617,solucion cubo rubik,480,3,7,36,http://platzi.com/blog/7-pasos-para-resolver-y-memorizar-el-algoritmo-del-cubo-de-rubbik/
618,criba de eratóstenes del 1 al 100,260,3,7,4,http://platzi.com/tutoriales/1393-fundamentos-matematicas/7711-encontrar-los-numeros-primos-del-1-al-100-con-la-criba-de-eratostenes/
619,curso basico de excel,1000,3,7,32,http://platzi.com/cursos/excel-basico/
620,git emojis,170,3,7,20,http://platzi.com/tutoriales/1557-git-github/6359-gitmoji-integrar-emojis-a-nuestros-commit/
621,leyes de las potencias,1000,3,7,26,http://platzi.com/clases/1449-algebra/16203-leyes-de-los-exponentes-multiplicacion-y-division/
622,marketing digital ventajas y desventajas,90,3,7,6,http://platzi.com/blog/ventajas-desventajas-marketing-digital/
623,creador de google,720,3,6,51,http://platzi.com/blog/historia-de-google/
624,curso de base de datos,320,3,6,22,http://platzi.com/ruta/base-de-datos/
625,objetivo de la capacitacion,320,3,6,6,http://platzi.com/blog/emp-beneficios-capacitacion-laboral/
626,objetivo de un capacitador,320,3,6,6,http://platzi.com/blog/emp-beneficios-capacitacion-laboral/
627,curso excel basico,390,3,6,16,http://platzi.com/cursos/excel-basico/
628,cuántas horas hay en una semana,320,3,6,5,http://platzi.com/clases/1749-gestion-tiempo/24672-cuantas-horas-tiene-una-semana/
629,emociones y sentimientos ejemplos,320,3,6,16,http://platzi.com/clases/1614-inteligencia-emocional/20890-identificar-emociones-y-sentimientos/
630,programación orientada a eventos,210,3,5,5,http://platzi.com/clases/2211-historia-programacion/35079-programacion-dirigida-por-eventos/
631,linux subsystem for windows,210,3,5,62,http://platzi.com/tutoriales/1276-terminal-2018/2349-que-es-y-como-usar-windows-subsystem-for-linux/
632,que es en python,210,3,5,10,http://platzi.com/discusiones/1937-python/144168-que-significa-en-python/
633,expresiones idiomaticas en ingles,170,3,5,6,http://platzi.com/blog/ea-10-expresiones-idiomaticas-en-ingles-que-debes-conocer-para-sonar-mas-natural/
634,programacion orientada a eventos,210,3,5,5,http://platzi.com/clases/2211-historia-programacion/35079-programacion-dirigida-por-eventos/
635,ángulo cenital fotografía,170,3,5,13,http://platzi.com/blog/angulos-camara-cine-fotografia/
636,when's your birthday,320,3,4,13,http://platzi.com/clases/2395-fechas-horas-expresiones-simples/40068-when-is-your-birthday/
637,resolver cubo de rubik 3x3,210,3,4,21,http://platzi.com/blog/7-pasos-para-resolver-y-memorizar-el-algoritmo-del-cubo-de-rubbik/
638,cual es su función,2900,3,3,2,http://platzi.com/clases/1393-fundamentos-matematicas/14426-que-es-una-funcion/
639,cuál es su función,2900,3,3,7,http://platzi.com/clases/1393-fundamentos-matematicas/14426-que-es-una-funcion/
640,catalogo de incentivos,10,3,2,18,http://platzi.com/clases/1753-fidelizacion/24779-como-planear-un-catalogo-de-incentivos/
641,programación de programas,390,3,1,20,http://platzi.com/escuela/programacion-software/
642,negacion tabla de verdad,210,3,1,1,http://platzi.com/clases/3221-pensamiento-logico/50676-que-son-las-tablas-de-verdad/
643,armar el cubo,390,3,1,14,http://platzi.com/blog/7-pasos-para-resolver-y-memorizar-el-algoritmo-del-cubo-de-rubbik/
644,software unit testing,390,3,1,44,http://platzi.com/blog/que-es-unit-testing/
645,talleres de habilidades blandas para equipos,0,3,0,4,http://platzi.com/cursos/habilidades-blandas/
646,propiedad de la potencia,22200,4,657,38,http://platzi.com/clases/1393-fundamentos-matematicas/14410-potenciacion-y-sus-propiedades/
647,propiedad de la potenciación,22200,4,630,41,http://platzi.com/clases/1393-fundamentos-matematicas/14410-potenciacion-y-sus-propiedades/
648,about blank,6600,4,287,19,http://platzi.com/discusiones/1050-programacion-basica/46836-que-es-about-blank/
649,data science,2400,4,44,46,http://platzi.com/escuela/datos/
650,10 palabras sobreesdrújulas,2400,4,43,16,http://platzi.com/clases/1396-ortografia-basica/14461-palabras-sobreesdrujulas/
651,arquitecto de software,2400,4,43,16,http://platzi.com/tutoriales/1247-arquitectura-software/9246-que-es-y-que-hace-un-arquitecto-de-software/
652,humor grafico,390,4,35,18,http://platzi.com/blog/hacer-humor-grafico/
653,operador logico,1900,4,34,25,http://platzi.com/clases/3221-pensamiento-logico/50677-operadores-logicos/
654,propiedades de los exponentes,2400,4,34,27,http://platzi.com/clases/1449-algebra/16203-leyes-de-los-exponentes-multiplicacion-y-division/
655,historia google,1900,4,34,50,http://platzi.com/blog/historia-de-google/
656,primeras computadoras,1300,4,32,32,http://platzi.com/blog/como-funcionaban-computadoras/
657,online cursos,1600,4,31,66,http://platzi.com/
658,localhost 3000,1300,4,31,18,http://platzi.com/discusiones/1435-firebase-web/126752-como-se-inicia-el-servicio-de-localhost3000-hay-otro-metodo-ya-que-no-puedo-activar-el-3000-he-seguido-los-todos-los-pasos-y-no-puedo-a/
659,resolver cubo rubik 3x3,1900,4,30,22,http://platzi.com/blog/7-pasos-para-resolver-y-memorizar-el-algoritmo-del-cubo-de-rubbik/
660,bases de datos ejemplos,1900,4,30,30,http://platzi.com/blog/bases-de-datos-que-son-que-tipos-existen/
661,tipos de base de datos,1900,4,30,37,http://platzi.com/blog/bases-de-datos-que-son-que-tipos-existen/
662,ejemplos de bases de datos,1900,4,28,32,http://platzi.com/blog/bases-de-datos-que-son-que-tipos-existen/
663,ejemplo de base de datos,1900,4,28,34,http://platzi.com/blog/bases-de-datos-que-son-que-tipos-existen/
664,qué es radicacion,2400,4,27,19,http://platzi.com/clases/1393-fundamentos-matematicas/14411-radicacion-y-sus-propiedades/
665,que es radicación,1900,4,25,20,http://platzi.com/clases/1393-fundamentos-matematicas/14411-radicacion-y-sus-propiedades/
666,scarfes,2400,4,25,20,http://platzi.com/discusiones/1370-ingles-gramatica/109666-cual-es-la-diferencia-entre-scarf-y-scarves-gracias/
667,subnetting,720,4,24,15,http://platzi.com/tutoriales/1277-redes-2017/9070-subnetting-que-es-y-como-funciona/
